,pokemon_number,name,german_name,japanese_name,generation,status,species,type_number,type_1,type_2,height_m,weight_kg,abilities_number,ability_1,ability_2,ability_hidden,total_points,hp,attack,defense,sp_attack,sp_defense,speed,catch_rate,base_friendship,base_experience,growth_rate,egg_type_number,egg_type_1,egg_type_2,percentage_male,egg_cycles,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fight,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy
827,712,Bergmite,Arktip,ã‚«ãƒã‚³ãƒ¼ãƒ« (Kachikohru),6,Normal,Ice Chunk PokÃ©mon,1,Ice,,1,99.5,3,Own Tempo,Ice Body,Sturdy,304,55,69,85,32,35,28,190,70,61,Medium Fast,2,Mineral,Monster,50,20,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1
828,713,Avalugg,Arktilas,ã‚¯ãƒ¬ãƒ™ãƒ¼ã‚¹ (Crebase),6,Normal,Iceberg PokÃ©mon,1,Ice,,2,505,3,Own Tempo,Ice Body,Sturdy,514,95,117,184,44,46,28,55,70,180,Medium Fast,2,Mineral,Monster,50,20,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1
829,714,Noibat,eF-eM,ã‚ªãƒ³ãƒãƒƒãƒˆ (Onbat),6,Normal,Sound Wave PokÃ©mon,2,Flying,Dragon,0.5,8,3,Frisk,Infiltrator,Telepathy,245,40,30,35,45,40,55,190,70,49,Medium Fast,2,Dragon,Flying,50,20,1,0.5,0.5,1,0.25,4,0.5,1,0,1,1,0.5,2,1,2,1,1,2
830,715,Noivern,UHaFnir,ã‚ªãƒ³ãƒãƒ¼ãƒ³ (Onvern),6,Normal,Sound Wave PokÃ©mon,2,Flying,Dragon,1.5,85,3,Frisk,Infiltrator,Telepathy,535,85,70,80,97,80,123,45,70,187,Medium Fast,2,Dragon,Flying,50,20,1,0.5,0.5,1,0.25,4,0.5,1,0,1,1,0.5,2,1,2,1,1,2
831,716,Xerneas,Xerneas,ã‚¼ãƒ«ãƒã‚¢ã‚¹ (Xerneas),6,Legendary,Life PokÃ©mon,1,Fairy,,3,215,1,Fairy Aura,,,680,126,131,95,131,98,99,45,0,306,Slow,1,Undiscovered,,,120,1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1
832,717,Yveltal,Yveltal,ã‚¤ãƒ™ãƒ«ã‚¿ãƒ« (Yveltal),6,Legendary,Destruction PokÃ©mon,2,Dark,Flying,5.8,203,1,Dark Aura,,,680,126,131,95,131,98,99,45,0,306,Slow,1,Undiscovered,,,120,1,1,1,2,0.5,2,1,1,0,1,0,1,2,0.5,1,0.5,1,2
833,718,Zygarde 50% Forme,Zygarde,ã‚¸ã‚¬ãƒ«ãƒ‡ (Zygarde),6,Legendary,Order PokÃ©mon,2,Dragon,Ground,5,305,2,Aura Break,Power Construct,,600,108,100,121,81,95,95,3,0,270,Slow,1,Undiscovered,,,120,1,0.5,1,0,1,4,1,0.5,1,1,1,1,0.5,1,2,1,1,2
834,718,Zygarde 10% Forme,Zygarde,ã‚¸ã‚¬ãƒ«ãƒ‡ (Zygarde),6,Legendary,Order PokÃ©mon,2,Dragon,Ground,1.2,33.5,2,Aura Break,Power Construct,,486,54,100,71,61,85,115,3,0,219,Slow,1,Undiscovered,,,120,1,0.5,1,0,1,4,1,0.5,1,1,1,1,0.5,1,2,1,1,2
835,718,Zygarde Complete Forme,Zygarde,ã‚¸ã‚¬ãƒ«ãƒ‡ (Zygarde),6,Legendary,Order PokÃ©mon,2,Dragon,Ground,4.5,610,1,Power Construct,,,708,216,100,121,91,95,85,3,0,319,Slow,1,Undiscovered,,,120,1,0.5,1,0,1,4,1,0.5,1,1,1,1,0.5,1,2,1,1,2
836,719,Diancie,Diancie,ãƒ‡ã‚£ã‚¢ãƒ³ã‚·ãƒ¼ (Diancie),6,Mythical,Jewel PokÃ©mon,2,Rock,Fairy,0.7,8.8,1,Clear Body,,,600,50,100,150,100,150,50,3,70,270,Slow,1,Undiscovered,,,25,0.5,0.5,2,1,2,1,1,1,2,0.5,1,0.5,1,1,0,0.5,4,1
837,719,Mega Diancie,Diancie,ãƒ‡ã‚£ã‚¢ãƒ³ã‚·ãƒ¼ (Diancie),6,Mythical,Jewel PokÃ©mon,2,Rock,Fairy,1.1,27.8,1,Magic Bounce,,,700,50,160,110,160,110,110,3,70,315,Slow,1,Undiscovered,,,25,0.5,0.5,2,1,2,1,1,1,2,0.5,1,0.5,1,1,0,0.5,4,1
838,720,Hoopa Hoopa Confined,Hoopa,ãƒ•ãƒ¼ãƒ‘ (Hoopa),6,Mythical,Mischief PokÃ©mon,2,Psychic,Ghost,0.5,9,1,Magician,,,600,80,110,60,150,130,70,3,100,270,Slow,1,Undiscovered,,,120,0,1,1,1,1,1,0,0.5,1,1,0.5,1,1,4,1,4,1,1
839,720,Hoopa Hoopa Unbound,Hoopa,ãƒ•ãƒ¼ãƒ‘ (Hoopa),6,Mythical,Djinn PokÃ©mon,2,Psychic,Dark,6.5,490,1,Magician,,,680,80,160,60,170,130,80,3,100,306,Slow,1,Undiscovered,,,120,1,1,1,1,1,1,1,1,1,1,0,4,1,1,1,1,1,2
840,721,Volcanion,Volcanion,ãƒœãƒ«ã‚±ãƒ‹ã‚ªãƒ³ (Volcanion),6,Mythical,Steam PokÃ©mon,2,Fire,Water,1.7,195,1,Water Absorb,,,600,80,110,120,130,90,70,3,100,270,Slow,1,Undiscovered,,,120,1,0.25,0,2,1,0.25,1,1,2,1,1,0.5,2,1,1,1,0.25,0.5
841,722,Rowlet,Bauz,ãƒ¢ã‚¯ãƒ­ãƒ¼ (Mokuroh),7,Normal,Grass Quill PokÃ©mon,2,Grass,Flying,0.3,1.5,2,Overgrow,,Long Reach,320,68,55,55,50,50,42,45,70,64,Medium Slow,1,Flying,,87.5,15,1,2,0.5,1,0.25,4,0.5,2,0,2,1,1,2,1,1,1,1,1
842,723,Dartrix,Arboretoss,ãƒ•ã‚¯ã‚¹ãƒ­ãƒ¼ (Fukuthrow),7,Normal,Blade Quill PokÃ©mon,2,Grass,Flying,0.7,16,2,Overgrow,,Long Reach,420,78,75,75,70,70,52,45,70,147,Medium Slow,1,Flying,,87.5,15,1,2,0.5,1,0.25,4,0.5,2,0,2,1,1,2,1,1,1,1,1
843,724,Decidueye,Silvarro,ã‚¸ãƒ¥ãƒŠã‚¤ãƒ‘ãƒ¼ (Junaiper),7,Normal,Arrow Quill PokÃ©mon,2,Grass,Ghost,1.6,36.6,2,Overgrow,,Long Reach,530,78,107,75,100,100,70,45,70,239,Medium Slow,1,Flying,,87.5,15,0,2,0.5,0.5,0.5,2,0,1,0.5,2,1,1,1,2,1,2,1,1
844,725,Litten,Flamiau,ãƒ‹ãƒ£ãƒ“ãƒ¼ (Nyabby),7,Normal,Fire Cat PokÃ©mon,1,Fire,,0.4,4.3,2,Blaze,,Intimidate,320,45,65,40,60,40,70,45,70,64,Medium Slow,1,Field,,87.5,15,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
845,726,Torracat,Miezunder,ãƒ‹ãƒ£ãƒ’ãƒ¼ãƒˆ (Nyaheat),7,Normal,Fire Cat PokÃ©mon,1,Fire,,0.7,25,2,Blaze,,Intimidate,420,65,85,50,80,50,90,45,70,147,Medium Slow,1,Field,,87.5,15,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
846,727,Incineroar,Fuegro,ã‚¬ã‚ªã‚¬ã‚¨ãƒ³ (Gaogaen),7,Normal,Heel PokÃ©mon,2,Fire,Dark,1.8,83,2,Blaze,,Intimidate,530,95,115,90,80,90,60,45,70,239,Medium Slow,1,Field,,87.5,15,1,0.5,2,1,0.5,0.5,2,1,2,1,0,1,2,0.5,1,0.5,0.5,1
847,728,Popplio,Robball,ã‚¢ã‚·ãƒžãƒª (Ashimari),7,Normal,Sea Lion PokÃ©mon,1,Water,,0.4,7.5,2,Torrent,,Liquid Voice,320,50,54,54,66,56,40,45,70,64,Medium Slow,2,Field,Water 1,87.5,15,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
848,729,Brionne,Marikeck,ã‚ªã‚·ãƒ£ãƒžãƒª (Osyamari),7,Normal,Pop Star PokÃ©mon,1,Water,,0.6,17.5,2,Torrent,,Liquid Voice,420,60,69,69,91,81,50,45,70,147,Medium Slow,2,Field,Water 1,87.5,15,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
849,730,Primarina,Primarene,ã‚¢ã‚·ãƒ¬ãƒ¼ãƒŒ (Ashirene),7,Normal,Soloist PokÃ©mon,2,Water,Fairy,1.8,44,2,Torrent,,Liquid Voice,530,80,74,74,126,116,60,45,70,239,Medium Slow,2,Field,Water 1,87.5,15,1,0.5,0.5,2,2,0.5,0.5,2,1,1,1,0.5,1,1,0,0.5,1,1
850,731,Pikipek,Peppeck,ãƒ„ãƒ„ã‚±ãƒ© (Tsutsukera),7,Normal,Woodpecker PokÃ©mon,2,Normal,Flying,0.3,1.2,3,Keen Eye,Skill Link,Pickup,265,35,75,30,30,30,65,255,70,53,Medium Fast,1,Flying,,50,15,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1
851,732,Trumbeak,Trompeck,ã‚±ãƒ©ãƒ©ãƒƒãƒ‘ (Kerarappa),7,Normal,Bugle Beak PokÃ©mon,2,Normal,Flying,0.6,14.8,3,Keen Eye,Skill Link,Pickup,355,55,85,50,40,50,75,120,70,124,Medium Fast,1,Flying,,50,15,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1
852,733,Toucannon,Tukanon,ãƒ‰ãƒ‡ã‚«ãƒã‚· (Dodekabashi),7,Normal,Cannon PokÃ©mon,2,Normal,Flying,1.1,26,3,Keen Eye,Skill Link,Sheer Force,485,80,120,75,75,75,60,45,70,218,Medium Fast,1,Flying,,50,15,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1
853,734,Yungoos,Mangunior,ãƒ¤ãƒ³ã‚°ãƒ¼ã‚¹ (Youngoose),7,Normal,Loitering PokÃ©mon,1,Normal,,0.4,6,3,Strong Jaw,Stakeout,Adaptability,253,48,70,30,30,30,45,255,70,51,Medium Fast,1,Field,,50,15,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
854,735,Gumshoos,Manguspektor,ãƒ‡ã‚«ã‚°ãƒ¼ã‚¹ (Dekagoose),7,Normal,Stakeout PokÃ©mon,1,Normal,,0.7,14.2,3,Strong Jaw,Stakeout,Adaptability,418,88,110,60,55,60,45,127,70,146,Medium Fast,1,Field,,50,15,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
855,736,Grubbin,Mabula,ã‚¢ã‚´ã‚¸ãƒ ã‚· (Agojimushi),7,Normal,Larva PokÃ©mon,1,Bug,,0.4,4.4,1,Swarm,,,300,47,62,45,55,45,46,255,70,60,Medium Fast,1,Bug,,50,15,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1
856,737,Charjabug,Akkup,ãƒ‡ãƒ³ãƒ‚ãƒ ã‚· (Dendimushi),7,Normal,Battery PokÃ©mon,2,Bug,Electric,0.5,10.5,1,Battery,,,400,57,82,95,55,75,36,120,70,140,Medium Fast,1,Bug,,50,15,1,2,1,0.5,0.5,1,0.5,1,1,1,1,1,2,1,1,1,0.5,1
857,738,Vikavolt,Donarion,ã‚¯ãƒ¯ã‚¬ãƒŽãƒ³ (Kuwagannon),7,Normal,Stag Beetle PokÃ©mon,2,Bug,Electric,1.5,45,1,Levitate,,,500,77,70,90,145,75,43,45,70,225,Medium Fast,1,Bug,,50,15,1,2,1,0.5,0.5,1,0.5,1,0,1,1,1,2,1,1,1,0.5,1
858,739,Crabrawler,Krabbox,ãƒžã‚±ãƒ³ã‚«ãƒ‹ (Makenkani),7,Normal,Boxing PokÃ©mon,1,Fighting,,0.6,7,3,Hyper Cutter,Iron Fist,Anger Point,338,47,82,57,42,47,63,225,70,68,Medium Fast,1,Water 3,,50,20,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
859,740,Crabominable,Krawell,ã‚±ã‚±ãƒ³ã‚«ãƒ‹ (Kekenkani),7,Normal,Woolly Crab PokÃ©mon,2,Fighting,Ice,1.7,180,3,Hyper Cutter,Iron Fist,Anger Point,478,97,132,77,62,67,43,60,70,167,Medium Fast,1,Water 3,,50,20,1,2,1,1,1,0.5,2,1,1,2,2,0.5,1,1,1,0.5,2,2
860,741,Oricorio Baile Style,Choreogel,ã‚ªãƒ‰ãƒªãƒ‰ãƒª (Odoridori),7,Normal,Dancing PokÃ©mon,2,Fire,Flying,0.6,3.4,1,Dancer,,,476,75,70,70,98,70,93,45,70,167,Medium Fast,1,Flying,,25,20,1,0.5,2,2,0.25,1,0.5,1,0,1,1,0.25,4,1,1,1,0.5,0.5
861,741,Oricorio Pom-Pom Style,Choreogel,ã‚ªãƒ‰ãƒªãƒ‰ãƒª (Odoridori),7,Normal,Dancing PokÃ©mon,2,Electric,Flying,0.6,3.4,1,Dancer,,,476,75,70,70,98,70,93,45,70,167,Medium Fast,1,Flying,,25,20,1,1,1,1,0.5,2,0.5,1,0,0.5,1,0.5,2,1,1,1,0.5,1
862,741,Oricorio Pa'u Style,Choreogel,ã‚ªãƒ‰ãƒªãƒ‰ãƒª (Odoridori),7,Normal,Dancing PokÃ©mon,2,Psychic,Flying,0.6,3.4,1,Dancer,,,476,75,70,70,98,70,93,45,70,167,Medium Fast,1,Flying,,25,20,1,1,1,2,0.5,2,0.25,1,0,1,0.5,1,2,2,1,2,1,1
863,741,Oricorio Sensu Style,Choreogel,ã‚ªãƒ‰ãƒªãƒ‰ãƒª (Odoridori),7,Normal,Dancing PokÃ©mon,2,Ghost,Flying,0.6,3.4,1,Dancer,,,476,75,70,70,98,70,93,45,70,167,Medium Fast,1,Flying,,25,20,0,1,1,2,0.5,2,0,0.5,0,1,1,0.25,2,2,1,2,1,1
864,742,Cutiefly,Wommel,ã‚¢ãƒ–ãƒªãƒ¼ (Abuly),7,Normal,Bee Fly PokÃ©mon,2,Bug,Fairy,0.1,0.2,3,Honey Gather,Shield Dust,Sweet Veil,304,40,45,40,55,40,84,190,70,61,Medium Fast,2,Bug,Fairy,50,20,1,2,1,1,0.5,1,0.25,2,0.5,2,1,0.5,2,1,0,0.5,2,1
865,743,Ribombee,Bandelby,ã‚¢ãƒ–ãƒªãƒœãƒ³ (Aburibbon),7,Normal,Bee Fly PokÃ©mon,2,Bug,Fairy,0.2,0.5,3,Honey Gather,Shield Dust,Sweet Veil,464,60,55,60,95,70,124,75,70,162,Medium Fast,2,Bug,Fairy,50,20,1,2,1,1,0.5,1,0.25,2,0.5,2,1,0.5,2,1,0,0.5,2,1
866,744,Rockruff,Wuffels,ã‚¤ãƒ¯ãƒ³ã‚³ (Iwanko),7,Normal,Puppy PokÃ©mon,1,Rock,,0.5,9.2,3,Keen Eye,Vital Spirit,Steadfast,280,45,65,40,30,40,60,190,70,56,Medium Fast,1,Field,,50,15,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1
867,744,Own Tempo Rockruff,Wuffels,ã‚¤ãƒ¯ãƒ³ã‚³ (Iwanko),7,Normal,Puppy PokÃ©mon,1,Rock,,0.5,9.2,1,Own Tempo,,,280,45,65,40,30,40,60,190,70,56,Medium Fast,1,Field,,50,15,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1
868,745,Lycanroc Midday Form,Wolwerock,ãƒ«ã‚¬ãƒ«ã‚¬ãƒ³ (Lugarugan),7,Normal,Wolf PokÃ©mon,1,Rock,,0.8,25,3,Keen Eye,Sand Rush,Steadfast,487,75,115,65,55,65,112,90,70,170,Medium Fast,1,Field,,50,15,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1
869,745,Lycanroc Midnight Form,Wolwerock,ãƒ«ã‚¬ãƒ«ã‚¬ãƒ³ (Lugarugan),7,Normal,Wolf PokÃ©mon,1,Rock,,1.1,25,3,Keen Eye,Vital Spirit,No Guard,487,85,115,75,55,75,82,90,70,170,Medium Fast,1,Field,,50,15,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1
870,745,Lycanroc Dusk Form,Wolwerock,ãƒ«ã‚¬ãƒ«ã‚¬ãƒ³ (Lugarugan),7,Normal,Wolf PokÃ©mon,1,Rock,,0.8,25,1,Tough Claws,,,487,75,117,65,55,65,110,90,70,170,Medium Fast,1,Field,,50,15,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1
871,746,Wishiwashi Solo Form,Lusardin,ãƒ¨ãƒ¯ã‚· (Yowashi),7,Normal,Small Fry PokÃ©mon,1,Water,,0.2,0.3,1,Schooling,,,175,45,20,20,25,25,40,60,70,61,Fast,1,Water 2,,50,15,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
872,746,Wishiwashi School Form,Lusardin,ãƒ¨ãƒ¯ã‚· (Yowashi),7,Normal,Small Fry PokÃ©mon,1,Water,,8.2,78.6,1,Schooling,,,620,45,140,130,140,135,30,60,70,217,Fast,1,Water 2,,50,15,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
873,747,Mareanie,Garstella,ãƒ’ãƒ‰ã‚¤ãƒ‡ (Hidoide),7,Normal,Brutal Star PokÃ©mon,2,Poison,Water,0.4,8,3,Merciless,Limber,Regenerator,305,50,53,62,43,52,45,190,70,61,Medium Fast,1,Water 1,,50,20,1,0.5,0.5,2,1,0.5,0.5,0.5,2,1,2,0.5,1,1,1,1,0.5,0.5
874,748,Toxapex,Aggrostella,ãƒ‰ãƒ’ãƒ‰ã‚¤ãƒ‡ (Dohidoide),7,Normal,Brutal Star PokÃ©mon,2,Poison,Water,0.7,14.5,3,Merciless,Limber,Regenerator,495,50,63,152,53,142,35,75,70,173,Medium Fast,1,Water 1,,50,20,1,0.5,0.5,2,1,0.5,0.5,0.5,2,1,2,0.5,1,1,1,1,0.5,0.5
875,749,Mudbray,Pampuli,ãƒ‰ãƒ­ãƒãƒ³ã‚³ (Dorobanko),7,Normal,Donkey PokÃ©mon,1,Ground,,1,110,3,Own Tempo,Stamina,Inner Focus,385,70,100,70,45,55,45,190,70,77,Medium Fast,1,Field,,50,20,1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1
876,750,Mudsdale,Pampross,ãƒãƒ³ãƒãƒ‰ãƒ­ (Banbadoro),7,Normal,Draft Horse PokÃ©mon,1,Ground,,2.5,920,3,Own Tempo,Stamina,Inner Focus,500,100,125,100,55,85,35,60,70,175,Medium Fast,1,Field,,50,20,1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1
877,751,Dewpider,Araqua,ã‚·ã‚ºã‚¯ãƒ¢ (Shizukumo),7,Normal,Water Bubble PokÃ©mon,2,Water,Bug,0.3,4,2,Water Bubble,,Water Absorb,269,38,40,52,40,72,27,200,70,54,Medium Fast,2,Bug,Water 1,50,15,1,0.5,0.5,2,1,0.5,0.5,1,0.5,2,1,1,2,1,1,1,0.5,1
878,752,Araquanid,Aranestro,ã‚ªãƒ‹ã‚·ã‚ºã‚¯ãƒ¢ (Onishizukumo),7,Normal,Water Bubble PokÃ©mon,2,Water,Bug,1.8,82,2,Water Bubble,,Water Absorb,454,68,70,92,50,132,42,100,70,159,Medium Fast,2,Bug,Water 1,50,15,1,0.5,0.5,2,1,0.5,0.5,1,0.5,2,1,1,2,1,1,1,0.5,1
879,753,Fomantis,Imantis,ã‚«ãƒªã‚­ãƒª (Karikiri),7,Normal,Sickle Grass PokÃ©mon,1,Grass,,0.3,1.5,2,Leaf Guard,,Contrary,250,40,55,35,50,35,35,190,70,50,Medium Fast,1,Grass,,50,20,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
880,754,Lurantis,Mantidea,ãƒ©ãƒ©ãƒ³ãƒ†ã‚¹ (Lalantes),7,Normal,Bloom Sickle PokÃ©mon,1,Grass,,0.9,18.5,2,Leaf Guard,,Contrary,480,70,105,90,80,90,45,75,70,168,Medium Fast,1,Grass,,50,20,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
881,755,Morelull,Bubungus,ãƒãƒžã‚·ãƒ¥ (Nemasyu),7,Normal,Illuminating PokÃ©mon,2,Grass,Fairy,0.2,1.5,3,Illuminate,Effect Spore,Rain Dish,285,40,35,55,65,75,15,190,70,57,Medium Fast,1,Grass,,50,20,1,2,0.5,0.5,0.5,2,0.5,4,0.5,2,1,1,1,1,0,0.5,2,1
882,756,Shiinotic,Lamellux,ãƒžã‚·ã‚§ãƒ¼ãƒ‰ (Mashade),7,Normal,Illuminating PokÃ©mon,2,Grass,Fairy,1,11.5,3,Illuminate,Effect Spore,Rain Dish,405,60,45,80,90,100,30,75,70,142,Medium Fast,1,Grass,,50,20,1,2,0.5,0.5,0.5,2,0.5,4,0.5,2,1,1,1,1,0,0.5,2,1
883,757,Salandit,Molunk,ãƒ¤ãƒˆã‚¦ãƒ¢ãƒª (Yatoumori),7,Normal,Toxic Lizard PokÃ©mon,2,Poison,Fire,0.6,4.8,2,Corrosion,,Oblivious,320,48,44,40,71,40,77,120,70,64,Medium Fast,2,Dragon,Monster,87.5,20,1,0.5,2,1,0.25,0.5,0.5,0.5,4,1,2,0.25,2,1,1,1,0.5,0.25
884,758,Salazzle,Amfira,ã‚¨ãƒ³ãƒ‹ãƒ¥ãƒ¼ãƒˆ (Ennewt),7,Normal,Toxic Lizard PokÃ©mon,2,Poison,Fire,1.2,22.2,2,Corrosion,,Oblivious,480,68,64,60,111,60,117,45,70,168,Medium Fast,2,Dragon,Monster,0,20,1,0.5,2,1,0.25,0.5,0.5,0.5,4,1,2,0.25,2,1,1,1,0.5,0.25
885,759,Stufful,Velursi,ãƒŒã‚¤ã‚³ã‚°ãƒž (Nuikoguma),7,Normal,Flailing PokÃ©mon,2,Normal,Fighting,0.5,6.8,3,Fluffy,Klutz,Cute Charm,340,70,75,50,45,50,50,140,70,68,Medium Fast,1,Field,,50,15,1,2,1,1,1,1,2,1,1,2,2,0.5,0.5,0,1,0.5,1,2
886,760,Bewear,Kosturso,ã‚­ãƒ†ãƒ«ã‚°ãƒž (Kiteruguma),7,Normal,Strong Arm PokÃ©mon,2,Normal,Fighting,2.1,135,3,Fluffy,Klutz,Unnerve,500,120,125,80,55,60,60,70,70,175,Medium Fast,1,Field,,50,15,1,2,1,1,1,1,2,1,1,2,2,0.5,0.5,0,1,0.5,1,2
887,761,Bounsweet,Frubberl,ã‚¢ãƒžã‚«ã‚¸ (Amakaji),7,Normal,Fruit PokÃ©mon,1,Grass,,0.3,3.2,3,Leaf Guard,Oblivious,Sweet Veil,210,42,30,38,30,38,32,235,70,42,Medium Slow,1,Grass,,0,20,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
888,762,Steenee,Frubaila,ã‚¢ãƒžãƒžã‚¤ã‚³ (Amamaiko),7,Normal,Fruit PokÃ©mon,1,Grass,,0.7,8.2,3,Leaf Guard,Oblivious,Sweet Veil,290,52,40,48,40,48,62,120,70,102,Medium Slow,1,Grass,,0,20,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
889,763,Tsareena,Fruyal,ã‚¢ãƒžãƒ¼ã‚¸ãƒ§ (Amajo),7,Normal,Fruit PokÃ©mon,1,Grass,,1.2,21.4,3,Leaf Guard,Queenly Majesty,Sweet Veil,510,72,120,98,50,98,72,45,70,230,Medium Slow,1,Grass,,0,20,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
890,764,Comfey,Curelei,ã‚­ãƒ¥ãƒ¯ãƒ¯ãƒ¼ (Cuwawa),7,Normal,Posy Picker PokÃ©mon,1,Fairy,,0.1,0.3,3,Flower Veil,Triage,Natural Cure,485,51,52,90,82,110,100,60,70,170,Fast,1,Grass,,25,20,1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1
891,765,Oranguru,Kommandutan,ãƒ¤ãƒ¬ãƒ¦ãƒ¼ã‚¿ãƒ³ (Yareyuutan),7,Normal,Sage PokÃ©mon,2,Normal,Psychic,1.5,76,3,Inner Focus,Telepathy,Symbiosis,490,90,60,80,90,110,60,45,70,172,Slow,1,Field,,50,20,1,1,1,1,1,1,1,1,1,1,0.5,2,1,0,1,2,1,1
892,766,Passimian,Quartermak,ãƒŠã‚²ãƒ„ã‚±ã‚µãƒ« (Nagetukesaru),7,Normal,Teamwork PokÃ©mon,1,Fighting,,2,82.8,2,Receiver,,Defiant,490,100,120,90,40,60,80,45,70,172,Slow,1,Field,,50,20,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
893,767,Wimpod,ReiÃŸlaus,ã‚³ã‚½ã‚¯ãƒ ã‚· (Kosokumushi),7,Normal,Turn Tail PokÃ©mon,2,Bug,Water,0.5,12,1,Wimp Out,,,230,25,35,40,20,30,80,90,70,46,Medium Fast,2,Bug,Water 3,50,20,1,1,0.5,2,1,0.5,0.5,1,0.5,2,1,1,2,1,1,1,0.5,1
894,768,Golisopod,Tectass,ã‚°ã‚½ã‚¯ãƒ ã‚·ãƒ£ (Gusokumusha),7,Normal,Hard Scale PokÃ©mon,2,Bug,Water,2,108,1,Emergency Exit,,,530,75,125,140,60,90,40,45,70,186,Medium Fast,2,Bug,Water 3,50,20,1,1,0.5,2,1,0.5,0.5,1,0.5,2,1,1,2,1,1,1,0.5,1
895,769,Sandygast,Sankabuh,ã‚¹ãƒŠãƒã‚¡ (Sunaba),7,Normal,Sand Heap PokÃ©mon,2,Ghost,Ground,0.5,70,2,Water Compaction,,Sand Veil,320,55,55,80,70,45,15,140,70,64,Medium Fast,1,Amorphous,,50,15,0,1,2,0,2,2,0,0.25,1,1,1,0.5,0.5,2,1,2,1,1
896,770,Palossand,Colossand,ã‚·ãƒ­ãƒ‡ã‚¹ãƒŠ (Sirodethna),7,Normal,Sand Castle PokÃ©mon,2,Ghost,Ground,1.3,250,2,Water Compaction,,Sand Veil,480,85,75,110,100,75,35,60,70,168,Medium Fast,1,Amorphous,,50,15,0,1,2,0,2,2,0,0.25,1,1,1,0.5,0.5,2,1,2,1,1
897,771,Pyukumuku,Gufa,ãƒŠãƒžã‚³ãƒ–ã‚· (Namakobushi),7,Normal,Sea Cucumber PokÃ©mon,1,Water,,0.3,1.2,2,Innards Out,,Unaware,410,55,60,130,30,130,5,60,70,144,Fast,1,Water 1,,50,15,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
898,772,Type: Null,Typ:Null,ã‚¿ã‚¤ãƒ—ï¼šãƒŒãƒ« (Type: Null),7,Sub Legendary,Synthetic PokÃ©mon,1,Normal,,1.9,120.5,1,Battle Armor,,,534,95,95,95,95,95,59,3,0,107,Slow,1,Undiscovered,,,120,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
899,773,Silvally,Amigento,ã‚·ãƒ«ãƒ´ã‚¡ãƒ‡ã‚£ (Silvady),7,Sub Legendary,Synthetic PokÃ©mon,1,Normal,,2.3,100.5,1,RKS System,,,570,95,95,95,95,95,95,3,0,257,Slow,1,Undiscovered,,,120,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
